Ticker,Metric,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/31/2016,3/31/2017,6/30/2017,9/30/2017,12/31/2017,3/31/2018,6/30/2018,9/30/2018,12/31/2018,3/31/2019,6/30/2019,9/30/2019,12/31/2019,3/31/2020,6/30/2020,9/30/2020,12/31/2020,3/31/2021,6/30/2021,9/30/2021,12/31/2021,3/31/2022,6/30/2022,9/30/2022,12/31/2022,3/31/2023,6/30/2023,9/30/2023,12/31/2023,3/31/2024,6/30/2024
PGR,EBIT/TotalAssets,0.022347604,0.017696514,0.019116844,0.015513613,0.018384252,0.013723065,0.010013142,0.008738586,0.017189183,0.019479475,0.016298719,0.007417872,0.018813467,0.022927101,0.021257264,0.025755314,0.006187869,0.033060389,0.025153924,0.01958969,0.025240844,0.016399182,0.039137461,0.031483042,0.033729602,0.029413114,0.01512374,0.002660497,0.017657313,0.006012444,-0.004764773,0.002722313,0.01441728,0.007682167,0.00604497,0.017279021,0.029010835,0.031977732,0.019715404
PGR,BookValueofEquity/TotalLiabilities,0.367410785,0.365973881,0.362279764,0.35882887,0.35141627,0.353705825,0.350946906,0.341941407,0.337815664,0.349590974,0.349045851,0.335838051,0.338567426,0.355381387,0.349012288,0.360822278,0.310532092,0.337696478,0.358748312,0.361706419,0.33890081,0.349668969,0.390092662,0.403691635,0.362069698,0.374908044,0.365129328,0.343285239,0.344643769,0.29978199,0.272676596,0.243234345,0.266743882,0.265474748,0.252302443,0.254845657,0.296386704,0.301602666,0.313065873
ALL,Working Capital/Total Assets,0.114575171,0.117939369,0.121362622,0.125405058,0.11950581,0.118502648,0.117063122,0.118549435,0.117364884,0.117186579,0.117620529,0.11952619,0.117281315,0.118943587,0.122273285,0.123652721,0.123626937,0.119826648,0.117069627,0.115632717,0.113622343,0.116272059,0.112174888,0.110207739,0.162715201,0.14190631,0.150094615,0.154241607,0.159211585,0.172300566,0.1654904,0.168526557,0.16132423,0.169304734,0.1714786,0.178915948,0.165883013,0.173135945,0.169311974
ALL,RetainedEarnings/TotalAssets,0.348841711,0.355002591,0.360045558,0.369091819,0.376595704,0.372875117,0.369328138,0.368445783,0.374532732,0.37379244,0.375429577,0.370714235,0.383928413,0.397487841,0.401414849,0.403336536,0.392279664,0.389764663,0.386934631,0.384288817,0.40078366,0.416219522,0.407203998,0.410069246,0.418828927,0.393703153,0.395527845,0.395203837,0.535941271,0.552629954,0.543975091,0.527150989,0.520160426,0.505746203,0.485166245,0.479273741,0.480989145,0.481390333,0.468016389
ALL,EBIT/TotalAssets,0.012140599,0.010725126,0.005760057,0.00977808,0.007634536,0.004068072,0.004269043,0.007757723,0.012365344,0.010023312,0.00879448,0.009389961,0.012390813,0.012040004,0.008856036,0.011110141,-0.005514526,0.014848835,0.010323213,0.010241755,0.019799917,0.0114205,0.018216153,0.014680244,0.023684983,0.024412415,0.014987598,0.002383094,0.015325825,0.009222851,-0.012734821,-0.008302961,-0.003081979,-0.002940852,-0.016147004,0.0015221,0.018981831,0.014927642,0.004992249
ALL,BookValueofEquity/TotalLiabilities,0.258822164,0.258240671,0.248173481,0.240248404,0.236615425,0.237597393,0.236974092,0.238964419,0.233685837,0.237503508,0.240600242,0.241703365,0.250926328,0.258598853,0.256207963,0.260112044,0.234360051,0.25339768,0.260665829,0.27535209,0.27671577,0.26293863,0.286232499,0.285515306,0.315516341,0.260068531,0.269906463,0.250222518,0.338123881,0.31262498,0.262348348,0.219197404,0.215352368,0.211201342,0.180545442,0.166576347,0.205640834,0.212998928,0.206837797
AJG,Working Capital/Total Assets,0.016041517,0.033221351,0.027678402,0.002437907,-0.007738262,0.00895116,-0.016535714,-0.017023499,-0.025592055,0.01982498,0.029836066,0.036163649,0.049038938,0.049066601,0.041042507,0.026025468,0.055391552,0.032026042,0.021784708,0.010007639,0.033085377,0.042072656,0.04964474,0.044297165,0.047184108,0.140849121,0.129253975,0.028052182,0.031856726,0.031007752,0.034653977,0.024678033,0.037299863,0.023121494,0.027516728,0.020361903,0.030225007,0.027044185,0.036388729
AJG,RetainedEarnings/TotalAssets,0.065358134,0.06633072,0.074062797,0.070983411,0.070325772,0.073366128,0.079446429,0.07975631,0.076546982,0.079793158,0.082903981,0.081958417,0.088479663,0.090320991,0.094197952,0.095445084,0.097149911,0.09578125,0.098258058,0.096816909,0.103709747,0.104571482,0.106211322,0.106220053,0.108908458,0.09882446,0.106776638,0.08642975,0.07444048,0.084746187,0.091445123,0.092861984,0.087151284,0.074404488,0.079054206,0.078522164,0.074275125,0.074292153,0.08491868
AJG,EBIT/TotalAssets,0.007193505,0.007941396,0.016879163,0.011309687,0.0099972,0.008028812,0.016410714,0.011557876,0.009396486,0.019077168,0.007166276,0.008014755,0.00530754,0.01707843,0.007626435,0.00854659,0.004900435,0.015770833,0.008271618,0.008617265,0.006656428,0.014991082,0.011574605,0.012637141,0.010952283,0.016874573,0.010863427,0.010358375,0.005759696,0.016969242,0.010621185,0.010448929,0.011223223,0.014774211,0.007815202,0.007978146,0.011758725,0.015309167,0.008743427
AJG,BookValueofEquity/TotalLiabilities,0.494547689,0.529907209,0.545053653,0.510661867,0.517280453,0.473023677,0.501541762,0.466683686,0.462808891,0.451501155,0.482982172,0.40527804,0.397210431,0.385166852,0.401060685,0.388473308,0.362612448,0.347154985,0.344411723,0.36174492,0.321578079,0.350938372,0.363693192,0.387166905,0.384462716,0.429224683,0.459178142,0.345370184,0.265050706,0.284686305,0.287259895,0.315071311,0.279770689,0.23767786,0.246170422,0.265067033,0.228562218,0.225626362,0.271134501
MET,Working Capital/Total Assets,0.060754463,0.064615836,0.068577897,0.073174988,0.066117802,0.073053144,0.075744218,0.067991109,0.049079625,0.075185282,0.07436238,0.076564679,0.069753519,0.082560091,0.086333217,0.082299259,0.083272488,0.075197564,0.081026596,0.086727193,0.077465046,0.085872955,0.079698222,0.078216048,0.073719795,0.076336622,0.079063385,0.071966116,0.075377645,0.084573178,0.090750694,0.099394866,0.087263525,0.090415355,0.084938408,0.086523953,0.101772293,0.103005419,0.106516511
MET,RetainedEarnings/TotalAssets,0.035485633,0.036697507,0.038263196,0.039835233,0.040457529,0.040658231,0.039173873,0.038885344,0.038589663,0.038114677,0.038121528,0.033878545,0.036848583,0.037122641,0.038041547,0.039130877,0.042071856,0.041986124,0.042625521,0.044355772,0.04467205,0.050043308,0.047640451,0.047126684,0.045892201,0.047249076,0.050847523,0.053075897,0.054227414,0.057168183,0.062002465,0.063116055,0.060825974,0.059259995,0.058953548,0.061273999,0.058387048,0.059550515,0.060485834
MET,EBIT/TotalAssets,0.002975607,0.003228998,0.001814318,0.002585953,0.002006987,0.003510902,1.06093E-06,0.001531109,-0.000914589,0.001479195,0.001409427,0.001052025,0.001918343,0.002736519,0.002008967,0.001951461,0.004011415,0.002783277,0.003529249,0.004111404,0.000314668,0.007949944,0.000557594,0.001474711,0.000495506,0.000674189,0.006096323,0.002994759,0.002012615,0.000994085,0.000687894,0.00105983,0.00264828,0.001036683,-0.000193421,3.06692E-06,0.0023808,0.000907647,0.001889766
MET,BookValueofEquity/TotalLiabilities,0.087574939,0.088018302,0.084484923,0.08758641,0.08462178,0.090277291,0.091952678,0.089733063,0.081464439,0.08045085,0.081433731,0.08581448,0.089059063,0.086130265,0.082501023,0.080120066,0.083453623,0.0897517,0.095859882,0.101779461,0.098477779,0.105597667,0.109796528,0.104069326,0.103865039,0.093987724,0.098636034,0.100144295,0.09790898,0.080945068,0.059736925,0.04054266,0.047594822,0.050515469,0.047143805,0.041350952,0.046023997,0.044384845,0.042486559
PRU,Working Capital/Total Assets,-0.010617612,-0.001649336,-0.002381625,0.0114783,-0.00789009,-0.016400708,-0.013644929,0.001776872,-0.011357408,-0.012263257,-0.014883131,0.005596441,-0.00079549,0.000590345,0.001047708,0.010267729,-0.008718699,-0.014609333,-0.015997724,0.002114769,-0.0109567,-0.024628927,-0.022136072,-0.00148503,-0.008386606,-0.013340011,-0.005840773,0.004067911,0.006149879,0.019803076,0.031973158,0.023879982,0.023078691,0.020805847,0.021592534,0.021540015,0.01709921,0.011670927,0.037549948
PRU,RetainedEarnings/TotalAssets,0.020771578,0.022700008,0.024538552,0.024999505,0.025670282,0.025676405,0.026795875,0.027993704,0.028823688,0.028484229,0.030518882,0.034454705,0.034830422,0.035021833,0.036469247,0.037382925,0.036459584,0.035777187,0.036436374,0.036797643,0.03682678,0.032036723,0.033317646,0.032686596,0.036493695,0.037570929,0.038481335,0.039092047,0.041180276,0.050513299,0.050754254,0.04602709,0.046115085,0.046975207,0.046227985,0.044863359,0.045484918,0.047171684,0.044384525
PRU,EBIT/TotalAssets,0.003499818,0.002619534,0.002883926,0.002839202,0.002240635,0.001686148,0.002823636,0.002289652,0.002188458,0.000746994,0.003679072,0.003108867,0.002040553,0.00030615,0.002233977,0.001646468,0.001342244,0.001003633,0.001950033,0.001525846,-0.000384566,-0.002547556,0.001635606,0.000976909,0.003760691,0.002928348,0.001936559,0.002610972,-0.000748235,-0.001525304,-0.000185908,-0.002082641,0.00260409,0.000890573,-0.001553018,0.005778487,0.001915067,0.001978479,0.001365261
PRU,BookValueofEquity/TotalLiabilities,0.062171402,0.058703096,0.060090733,0.058606353,0.068070966,0.074432897,0.074681704,0.062460528,0.062599365,0.063669088,0.065620596,0.070099341,0.067105937,0.063002744,0.060698806,0.064005211,0.069847356,0.076574035,0.080938641,0.076508736,0.075152589,0.078348033,0.079187971,0.078176575,0.069270151,0.073812816,0.071904996,0.071554126,0.053610083,0.043376067,0.026007605,0.04857482,0.047940227,0.044104281,0.041184031,0.04308614,0.042236674,0.043943067,0.044763157
TRV,Working Capital/Total Assets,0.040639128,0.082373334,0.088310513,0.081921457,0.044707738,0.046410307,0.044150089,0.038234407,0.046156916,0.049621713,0.052489067,0.049477045,0.049834272,0.055557699,0.056354627,0.051403391,0.054598831,0.056636145,0.060420735,0.055614517,0.051851583,0.060409737,0.060077468,0.05259314,0.050195266,0.052660811,0.053766314,0.048961941,0.050669899,0.053553359,0.06133617,0.061644375,0.066489798,0.072596999,0.076708716,0.071961708,0.06957564,0.07370693,0.080098983
TRV,RetainedEarnings/TotalAssets,0.264372611,0.271747281,0.280571294,0.286583097,0.298900024,0.299508261,0.301827304,0.305904443,0.321173126,0.322215199,0.321577107,0.317416188,0.32335746,0.327761488,0.331288699,0.333355685,0.337743325,0.333765362,0.332820617,0.329432788,0.335782133,0.341066925,0.32706883,0.32374725,0.332045836,0.335677422,0.333987425,0.335012344,0.344952103,0.357182609,0.36611286,0.375420979,0.376055376,0.374079019,0.365139791,0.364117182,0.361896522,0.364830076,0.361698179
TRV,EBIT/TotalAssets,0.015056559,0.01207506,0.011488826,0.013720498,0.01301605,0.009913454,0.009566015,0.010079096,0.012629059,0.008385516,0.008590714,0.003978487,0.009209242,0.008362591,0.006964636,0.00854488,0.007991711,0.009837197,0.0069447,0.004680654,0.010506529,0.008333638,0.008870569,0.00921948,0.014550718,0.008313965,0.010137025,0.007232449,0.014427307,0.010700553,0.006390078,0.005388525,0.009289906,0.008584561,0.000364924,0.004695841,0.016804521,0.011521859,0.005830723
TRV,BookValueofEquity/TotalLiabilities,0.317425424,0.319189661,0.311066118,0.307811519,0.3081242,0.311763036,0.317938558,0.31192883,0.301477462,0.304145091,0.302724239,0.294614821,0.297559936,0.284756558,0.279641533,0.274136458,0.281463996,0.293585506,0.304152503,0.302561618,0.308188503,0.299221199,0.311861935,0.314553566,0.333485605,0.318477293,0.321799499,0.308721485,0.315432577,0.274346934,0.244085666,0.210844075,0.228979258,0.241888772,0.221388197,0.197010039,0.246603402,0.244384108,0.238020928
AIG,Working Capital/Total Assets,0.054660664,0.052079792,0.063872216,0.057684991,0.057203296,0.055668815,0.05397091,0.056439576,0.05810775,0.053620627,0.053489461,0.053868922,0.045586904,0.053898382,0.047770963,0.054516103,0.053743618,0.049233607,0.045556983,0.04413641,0.041770146,0.043118495,-0.037506937,-0.038497653,-0.039290275,-0.02420986,-0.027520267,-0.02118191,-0.032049346,-0.012814008,-0.000604893,0.00218384,0.010543288,0.00325552,0.005317069,0.006745654,0.004839553,-0.007281469,0.09021383
AIG,RetainedEarnings/TotalAssets,0.057750383,0.06159581,0.066093842,0.065982051,0.062279356,0.060456226,0.062606177,0.062337728,0.057622064,0.059162831,0.060868974,0.056431174,0.043060319,0.04541985,0.046933653,0.04307927,0.042448535,0.041446848,0.04227132,0.042731023,0.043964164,0.047136306,0.027831637,0.027437936,0.026435639,0.032719588,0.031650648,0.034162744,0.03990022,0.048410411,0.056685556,0.06312293,0.066815644,0.06464453,0.066865498,0.072267464,0.069563476,0.070693835,0.203853714
AIG,EBIT/TotalAssets,0.002967526,0.008006514,0.006139372,0.001097642,-0.004230721,0.000650388,0.005952789,0.00219213,-0.008507538,0.004586514,0.004107955,-0.004810435,0.002159337,0.00305123,0.003536428,-0.002301628,-0.000182933,0.003008255,0.001616185,0.003602972,0.001624564,0.006824989,-0.001399749,0.001061968,-0.000959963,0.008870788,0.000952779,0.004357767,0.005079582,0.010331065,0.005263871,0.0084925,0.002424228,0.00090752,0.001684856,0.007614267,-0.001948801,0.001433505,0.005521472
AIG,BookValueofEquity/TotalLiabilities,0.262722595,0.262813641,0.258155398,0.247583046,0.22184678,0.215329614,0.21566082,0.209601249,0.182384684,0.175482673,0.174699956,0.169771265,0.15189335,0.145385579,0.142051619,0.13277823,0.131843331,0.137730714,0.144914987,0.147363752,0.1473373,0.137847332,0.124006554,0.126032191,0.129407528,0.122035981,0.125922664,0.124086019,0.130713202,0.112731612,0.095148685,0.085076494,0.090760985,0.094440173,0.094754477,0.090345551,0.105123923,0.099209917,0.360369485
FNF,Working Capital/Total Assets,0.239942217,0.148021281,0.181357227,0.164434312,0.248725863,0.180735853,0.162626403,0.154386209,0.337304593,0.162434758,0.174271229,0.153413961,0.244454158,0.150698603,0.198724876,0.205527692,0.267283088,0.178501088,0.193149475,0.182071216,0.200149855,0.125147001,-0.012353909,-0.002425579,0.014468338,-0.003534736,-0.000623624,0.031501043,0.046284396,0.002563386,0.016364527,0.027572228,0.02948897,0.023803371,0.027047014,0.032445069,0.021026124,0.016639841,0.02957534
FNF,RetainedEarnings/TotalAssets,0.083062477,0.086218206,0.09029659,0.092191508,0.098628957,0.099691602,0.105970356,0.11323509,0.122856553,0.126110876,0.141951838,0.122750214,0.023713255,0.03992016,0.057164469,0.072671006,0.068917321,0.078988287,0.092452645,0.1062482,0.127001967,0.117992944,0.029520218,0.034038288,0.047448221,0.056186758,0.061316948,0.067702458,0.071988796,0.076277174,0.080042463,0.081542372,0.080208157,0.07241508,0.07039071,0.073565579,0.065050736,0.06344679,0.062325498
FNF,EBIT/TotalAssets,0.020512821,0.013264339,0.02049038,0.01937874,0.018448065,0.011833895,0.017557833,0.018420687,0.023276634,0.010297644,0.020419659,0.024092944,0.02491531,0.014748281,0.030905554,0.030519688,0.009246318,0.028609931,0.035822946,0.031193013,0.047578908,-0.007252058,0.008791484,0.011386188,0.018987216,0.015245975,0.013591343,0.016288928,0.011830615,0.010779368,0.009358158,0.007448041,-0.000445174,0.00038763,0.004724668,0.008080863,-9.92383E-05,0.004367071,0.005910565
FNF,BookValueofEquity/TotalLiabilities,0.961881819,0.935260931,0.975981334,0.980527727,0.990427204,0.985051253,0.944511785,0.976641935,0.994916884,1.041762673,1.046692607,1.193191312,1.108525346,1.149702026,1.161644476,1.15971422,1.148533149,1.125826355,1.082362559,1.103148971,1.149154589,1.150927487,0.162026726,0.168184905,0.199510258,0.19013938,0.194775596,0.190792152,0.184588058,0.153927833,0.123816166,0.102882995,0.112148735,0.105513761,0.100642108,0.097659379,0.101976652,0.102231962,0.098722215
MKL,Working Capital/Total Assets,0.170575397,0.175691601,0.175902783,0.183829323,0.19229921,0.190252287,0.173430665,0.171404333,0.151818357,0.164696034,0.184152851,0.168427014,0.172128029,0.178649364,0.179391825,0.186252135,0.177878761,0.188676915,0.187232716,0.194253699,0.202153226,0.234077506,0.256154397,0.233075927,0.231371374,0.207987361,0.207114719,0.203882988,0.214623636,0.219156068,0.231871024,0.226865616,0.237418007,0.222866593,0.238292388,0.233121955,0.209752934,0.203041232,0.219702562
MKL,RetainedEarnings/TotalAssets,0.102460317,0.10905635,0.112079161,0.116869192,0.12578692,0.128207125,0.127392163,0.130056052,0.136270531,0.134767622,0.134764548,0.118482415,0.115134888,0.18036877,0.186001745,0.193680429,0.173602354,0.182485534,0.186919993,0.188708284,0.198991301,0.167521984,0.17784376,0.183644511,0.196475665,0.20340125,0.208229263,0.206655816,0.21550426,0.209819332,0.193755605,0.19115673,0.197485489,0.201307369,0.207324084,0.204345106,0.206245685,0.212704675,0.206498074
MKL,EBIT/TotalAssets,0.008277778,0.010645468,0.005108019,0.007257168,0.011793977,0.009545649,0.007354572,0.005780564,0.008932947,0.004823681,0.008839466,-0.011568077,0.00544734,0.003195095,0.009811111,0.016361682,-0.022453612,0.022881366,0.018298007,0.007080948,0.020115814,-0.050070737,0.031790724,0.017236495,0.02745145,0.017316637,0.023640507,0.005175818,0.024279555,-0.000821884,-0.024547938,0.001382252,0.022835452,0.014799183,0.018589223,0.001380311,0.020564619,0.023321579,0.006866187
MKL,BookValueofEquity/TotalLiabilities,0.436961852,0.457998961,0.444204054,0.444941757,0.463958676,0.478613782,0.477558348,0.483454127,0.492731049,0.494819093,0.49763268,0.465594327,0.417858841,0.405173151,0.40793597,0.41379741,0.38590213,0.402341542,0.408554743,0.411648117,0.429323366,0.377967203,0.423605291,0.433567681,0.455846422,0.453026365,0.452841,0.440167777,0.456845775,0.424065353,0.382395341,0.362081575,0.381011816,0.38954202,0.392305435,0.379924659,0.392864372,0.398301155,0.379461707
FAF,Working Capital/Total Assets,-0.288932089,-0.276824276,-0.294080778,-0.201235887,-0.275919797,-0.276305307,-0.251473069,-0.182957428,-0.251389452,-0.256677045,-0.246593559,-0.160482607,-0.246620928,-0.237557988,-0.24288225,-0.220522999,-0.264465054,-0.250041947,-0.217201796,-0.147118673,-0.224971306,-0.188490397,-0.175498853,-0.129024695,-0.225099778,-0.241117521,-0.258428023,-0.229651693,-0.273612876,-0.286496126,-0.277265559,-0.273139418,-0.290230109,-0.279696141,-0.293330154,-0.198595489,-0.270655872,-0.259985485,-0.210086925
FAF,RetainedEarnings/TotalAssets,0.085980304,0.08833852,0.096768871,0.101754279,0.10509965,0.106733054,0.109452736,0.118546196,0.1202389,0.12357741,0.120787418,0.136947665,0.14507175,0.150316297,0.14059754,0.154642084,0.152956989,0.161321332,0.168163334,0.187603091,0.18620985,0.186767578,0.192024685,0.207486715,0.196577051,0.200233357,0.208378281,0.223694608,0.22514673,0.232136269,0.225767318,0.248345035,0.241289652,0.241306973,0.254734978,0.220853419,0.251871003,0.248202151,0.217372933
FAF,EBIT/TotalAssets,0.008465277,0.0178226,0.015106514,0.015747238,0.010072473,0.018264117,0.018902228,0.011157156,0.010434979,0.020736526,0.002896116,0.018156273,0.010714361,0.021284265,0.018133568,0.012218982,0.013764337,0.02109674,0.021818875,0.026066499,0.007230835,0.019428711,0.026316955,0.029636605,0.02238082,0.026900888,0.037336689,0.021457662,0.009045804,0.009906531,0.001261677,0.005837513,0.005765731,0.013502002,0.002323205,0.004267095,0.006300177,0.012337534,-0.00653145
FAF,BookValueofEquity/TotalLiabilities,0.500095914,0.466982789,0.496131172,0.502005835,0.523835818,0.499575768,0.487134127,0.518136496,0.530964292,0.522890778,0.545214085,0.571921182,0.571616727,0.559016907,0.477154725,0.543936093,0.533104396,0.555812373,0.561788833,0.623766563,0.597919803,0.593360996,0.599063765,0.62509525,0.524614409,0.519602049,0.506908697,0.542088489,0.482508073,0.435431194,0.379004601,0.455616118,0.450636492,0.437408626,0.448105762,0.407286432,0.485847149,0.468087167,0.44614176
HIG,Working Capital/Total Assets,0.073756884,0.080906149,0.087862331,0.091802862,0.083435534,0.082946717,0.082581097,-0.74940332,0.076414893,0.072203061,0.079634808,-0.730777768,-0.724765307,-0.017260387,-0.022966616,0.011635932,-0.014338955,0.000575772,0.010945684,0.026434331,0.029465689,0.02938442,0.029203944,0.038779668,0.032075039,0.039715249,0.030816621,0.044621171,0.031414447,0.058327118,0.056461609,0.068006246,0.048620183,0.060396509,0.05290139,0.064313623,0.047986102,0.045707563,0.041702065
HIG,RetainedEarnings/TotalAssets,0.046902332,0.049460626,0.052775293,0.054959973,0.056217114,0.056775446,0.058144727,0.058394486,0.059479653,0.058805559,0.059916775,0.042803871,0.04687399,0.175220074,0.178605726,0.177427897,0.18274272,0.170370797,0.174376566,0.179123657,0.186528724,0.185476828,0.186714418,0.187799382,0.189161871,0.198214955,0.198833399,0.205855468,0.213642162,0.226347338,0.231166697,0.233645628,0.235073873,0.24176196,0.246685276,0.247551446,0.252399949,0.255661261,0.256516332
HIG,EBIT/TotalAssets,0.002846615,0.002306863,0.00186647,0.002719533,0.001986874,0.001054407,0.00261787,4.45284E-06,0.002094167,-0.000938622,0.001123941,0.002250732,0.002727701,0.010086384,0.009635887,0.004461778,0.013249321,0.007470636,0.011927807,0.010957821,0.005893138,0.009043527,0.00943044,0.009229399,0.004865164,0.015348177,0.008048237,0.012457886,0.007840323,0.008190381,0.006685144,0.010944006,0.00954895,0.009865349,0.011635085,0.013167492,0.012430833,0.012233383,0.012410889
HIG,BookValueofEquity/TotalLiabilities,0.083714011,0.081811368,0.085364996,0.083728038,0.086502596,0.088774832,0.088944187,0.081392381,0.081625308,0.082886252,0.083260057,0.063721277,0.064577468,0.260133944,0.261332841,0.266248019,0.292748653,0.282244371,0.296762524,0.298274882,0.28556998,0.316628955,0.326540345,0.33401134,0.31331528,0.322971251,0.305709591,0.303788201,0.267829164,0.244533828,0.220150902,0.230499562,0.239363034,0.236881308,0.224846722,0.249410118,0.248513865,0.247451315,0.264876735
